"Museo,""EdadVisitantes"""
Prado,17.3220246874689
Prado,38.5542614061389
Prado,49.2564352070748
Prado,52.2189084296961
Prado,27.2550324964069
Prado,48.99462409496
Prado,7.55495111223629
Prado,24.9400480893085
Prado,43.7764338446461
Prado,16.8554569743589
Prado,12.2834322134212
Prado,56.6683862248794
Prado,31.3957326824953
Prado,11.6260833774156
Prado,53.7435155293106
Prado,68.4329167698514
Prado,41.2453457989236
Prado,61.0748007631642
Prado,49.604826679915
Prado,13.8007384056358
Prado,1.82432288928785
Prado,40.8071316582841
Prado,50.986913411275
Prado,21.5241070983381
Prado,26.7126807790743
Prado,40.2590669075771
Prado,28.2694520735719
Prado,64.4544002131654
Prado,51.9038321613538
Prado,9.89511027683867
Prado,48.193369528246
Prado,43.44589501516
Prado,62.1581694667827
Prado,9.17643002794544
Prado,26.2500820760309
Prado,45.3163804508642
Prado,22.3573905627665
Prado,37.2018553732567
Prado,63.251374774461
Prado,48.0989335926973
Prado,21.6840905211132
Prado,19.6978735189677
Prado,36.6145847529195
Prado,62.9216733342008
Prado,35.2530125597106
Prado,49.1063299277625
Prado,38.1855947088174
Prado,39.0949284147235
Prado,51.0395945030868
Prado,38.6257329002972
Prado,24.5618027927275
Prado,42.0835404944006
Prado,19.3592574846434
Prado,32.4552122573555
Prado,29.2414502098968
Prado,84.5067626567954
Prado,31.2250454576704
Prado,40.8246457579227
Prado,29.2333118770722
Prado,26.7588943823951
Prado,41.464195815399
Prado,64.3277239322309
Prado,32.1996263441372
Prado,7.99756992979935
Prado,16.0069564794458
Prado,53.6610515399923
Prado,23.2828370811441
Prado,26.1407990911175
Prado,54.139497958254
Prado,38.9170205684413
Prado,73.4602298016658
Prado,10.2897538479064
Prado,50.8187230157186
Prado,93.8627122652585
Prado,54.328680190394
Prado,24.3898439362505
Prado,51.4072271231259
Prado,93.7229908002236
Prado,34.0436541145214

Prado,37.7433431150668
Prado,40.7587695657689
Prado,25.2284813517115
Prado,6.59805368430931
Prado,29.2821877486481
Prado,33.906858024155
Prado,30.6383676002888
Prado,19.1411574005457
Prado,36.8381092293881
Prado,63.0776317066671
Prado,40.8794296501685
Prado,27.1871990785315
Prado,38.0116999830981
Prado,49.9013040130406
Prado,28.4759727845558
Prado,9.81671537751291
Prado,84.9737643606653
Prado,38.2592160496486
Prado,46.6487939747688
Prado,20.5318804864424
Prado,3.51740582483319
Prado,47.6086729240917
Prado,18.9857264979227
Prado,16.6988027433466
Prado,36.9983415784557
Prado,45.050901886131
Prado,7.20653991551452
Prado,2.01682610683184
Prado,25.5866829191431
Prado,31.4997379386874
Prado,26.741193620013
Prado,15.4561064273561
Prado,26.3794829542433
Prado,26.6077998529061
Prado,37.7647227229661
Prado,42.7025376064663
Prado,45.5721311784931
Prado,33.4103770395222
Prado,56.9991350366049
Prado,29.8790563112183
Prado,36.8282650838221
Prado,21.675900148958
Prado,73.9678852999169
Prado,51.7489434334619
Prado,37.0883027732622
Prado,31.5102967170185
Prado,58.3237030426886
Prado,22.6437448570044
Prado,26.9883711766359
Prado,40.2078140431478
Prado,23.2752069632213
Prado,50.5949053585396
Prado,31.4284763153332
Prado,31.2100978403847
Prado,20.0822770405925
Prado,64.8691212115706
Prado,59.1165715762185
Prado,14.55123227537
Prado,47.5884097591549
Prado,33.9586505717275
Prado,36.684981159519
Prado,58.9666883549684
Prado,11.5364888077452
Prado,32.1584246707901
Prado,51.4784593230871
Prado,9.35537119373937
Prado,22.9732934832081
Prado,40.8792313641319
Prado,51.3612173305314
Prado,21.0683673341539
Prado,15.3812760157787
Prado,46.808469700722
Prado,23.6472102775517
Prado,43.5883509381307
Prado,22.7840114429613
Prado,64.8529335394436
Prado,48.4290814443953
Prado,29.239894213645
Prado,25.6590279448243
Prado,25.8666255920616

Prado,17.6316427643243
Prado,44.3249761472084
Prado,74.5957307118856
Prado,23.7662731331007
Prado,58.2792319633451

Prado,29.3124051403199
Prado,76.1726099463979
Prado,9.10378867146032
Prado,19.3184648520983
Prado,37.0607511151153
Prado,47.2573494003248
Prado,35.9902939052612
Prado,64.5323507892174
Prado,32.5050102174502
Prado,44.5166072213366
Prado,50.086349225597

Prado,66.4017782699541
Prado,21.3110958951355
Prado,16.9975806096148

Prado,59.123610641927
Prado,49.8054792751812
Prado,28.2522675240181
Prado,35.0007827890227
Prado,65.4095326926646
Prado,56.7250535191284
Prado,58.6249272778868

Prado,66.8912558570596
Prado,11.2829582293488
Prado,28.6552277725011
Prado,66.3867639879119
Prado,25.1292659891523
Prado,44.9019576176762
Prado,58.1629942069384
Prado,48.8235429153543
Prado,34.633718507308
Prado,31.1122411367009
Prado,6.65173134740951
Prado,71.4884568043856
Prado,27.5228006146362

Prado,17.0065266946304
Prado,41.9605162470576
Prado,33.6393532025735
Prado,42.9434141425777
Prado,57.0181725164644
Prado,24.82228380764
Prado,31.3428252143663
Prado,54.4837740355098
Prado,21.5072234989254
Prado,26.7605792229178
Prado,35.1612693634984
Prado,29.3990009278362
Prado,34.1947115953548
Prado,84.853254149093
Prado,42.0950057542738
Prado,22.4587495207267
Prado,44.621450673644
Prado,18.8769929122462
Prado,30.1834834220843
Prado,40.4959753956615
Prado,29.2514940958282
Prado,23.557598899389
Prado,41.9582585807831
Prado,44.3562338985922

Prado,53.0590190361837
Prado,8.38336080562849
Prado,31.2868381654525
Prado,55.3913836739276
Prado,54.8386417953356
Prado,32.611333363045
Prado,50.8309529875748
Prado,29.4370575041444

Prado,81.0571589192764
Prado,43.0999805481231
Prado,54.244584049461
Prado,15.8912831091257
Prado,25.7402412496528
Prado,6.63286060493358
Prado,50.3736987061809
Prado,67.3017599925149
Prado,69.4589518405496
Prado,45.1802034621531
Prado,18.1580405040196
Prado,33.0426064508354
Prado,47.9543250729139
Prado,23.1680286552781
Prado,68.8169905914916
Prado,39.8911816470023
Prado,39.290186682947
Prado,40.1909717927612
Prado,42.8067282244082
Prado,52.605566967301
Prado,39.3355979881082
Prado,34.0763064738811
Prado,32.0446896985111
Prado,28.5273438663667
Prado,31.988211556868
Prado,16.751092116933
Prado,19.5147977554583

Prado,10.8149105684897
Prado,26.7875097052264
Prado,15.9706611450949
Prado,28.6662577336613
Prado,42.3721296839864
Prado,30.0083825665586
Prado,44.3087100903857
Prado,63.8306534708742
Prado,48.2367543691081
Prado,17.4946331081369
Prado,55.8069617052347
Prado,34.3593903933151
Prado,23.3435706331346
Prado,47.9227855774618
Prado,50.6342863767714
Prado,20.0259491596221
Prado,7.61878471366527
Prado,85.3337212807162
Prado,32.5444135409106
Prado,69.0911937156888
Prado,18.9319834279712
Prado,45.9858225243517
Prado,24.6364547479994
Prado,2.40819556327685
Prado,6.47451558909702
Prado,60.327785429404
Prado,8.01930837505876
Prado,2.93172452008891
Prado,34.9198639799624
Prado,15.8529113873889
Prado,54.9033305493822
Prado,9.31223238478494
Prado,63.3530407382567
ReinaSofia,37.7356010384506
ReinaSofia,28.7861072285202
ReinaSofia,37.667909313048
ReinaSofia,20.1972385937591
ReinaSofia,13.1490570480772
ReinaSofia,20.9906676686763
ReinaSofia,31.9390315035554
ReinaSofia,22.2455134459595
ReinaSofia,41.2535766855867
ReinaSofia,25.705765297846
ReinaSofia,24.9278784062929
ReinaSofia,20.6835170884634
ReinaSofia,31.5850847420972
ReinaSofia,17.8153700988127
ReinaSofia,21.7118509423586
ReinaSofia,31.6810070584345
ReinaSofia,29.9096864328444
ReinaSofia,14.8913098529088
ReinaSofia,39.4062325397676
ReinaSofia,17.2255080236163
ReinaSofia,22.6661464706357
ReinaSofia,16.9575529382033
ReinaSofia,26.7773138662524
ReinaSofia,34.5934207738678
ReinaSofia,14.4841729684865
ReinaSofia,28.5586567323097
ReinaSofia,14.0177013006479
ReinaSofia,23.4178079154428
ReinaSofia,25.3603194741532
ReinaSofia,17.4328611315787
ReinaSofia,24.4692434261052
ReinaSofia,32.5970476488433
ReinaSofia,24.4165669360734
ReinaSofia,31.2807712660895
ReinaSofia,21.6870425769262
ReinaSofia,11.8280200163726
ReinaSofia,33.6454556331151
ReinaSofia,19.8712099365225
ReinaSofia,16.7503211293976
ReinaSofia,31.6270444361475
ReinaSofia,33.2137983356301
ReinaSofia,24.5777783154052
ReinaSofia,32.8080989640166
ReinaSofia,33.0378887188845
ReinaSofia,21.0975664483378
ReinaSofia,25.5341978790273
ReinaSofia,14.5136541380065
ReinaSofia,25.6571889583831
ReinaSofia,15.7547037188477
ReinaSofia,18.8372152452116
ReinaSofia,16.2840627640779
ReinaSofia,31.8348011426356
ReinaSofia,28.7926975097958
ReinaSofia,19.9731192218258
ReinaSofia,16.3654491062518
ReinaSofia,13.5802142237306
ReinaSofia,20.7869612751974
ReinaSofia,13.1049438432577
ReinaSofia,10.8668908603347
ReinaSofia,26.8040282559904
ReinaSofia,21.250841741171
ReinaSofia,20.2938156188539
ReinaSofia,29.6864754563951
ReinaSofia,22.7022479272316
ReinaSofia,10.3083854547599
ReinaSofia,20.1819474384256
ReinaSofia,29.7658446470029
ReinaSofia,28.6395868700266
ReinaSofia,12.2196860413315
ReinaSofia,23.6848809092244
ReinaSofia,39.5026033235139
ReinaSofia,18.9289819240005
ReinaSofia,18.7974794249662
ReinaSofia,32.3343739458147
ReinaSofia,22.8784662590794
ReinaSofia,31.3649761957763
ReinaSofia,20.2188255570525
ReinaSofia,29.3963893787602
ReinaSofia,37.7101562741078
ReinaSofia,21.410296221475
ReinaSofia,23.1361958390016
ReinaSofia,18.9096891175366
ReinaSofia,16.3975931056311
ReinaSofia,22.8139439535748
ReinaSofia,26.7271713206785
ReinaSofia,35.0835151225292
ReinaSofia,14.8437654539476
ReinaSofia,32.4838095533824
ReinaSofia,31.1799263911938
ReinaSofia,22.626725535857
ReinaSofia,30.9615657790992
ReinaSofia,18.2841673938046
ReinaSofia,14.6042591311114
ReinaSofia,21.7313432933967
ReinaSofia,17.994502802571
ReinaSofia,30.563406353072
ReinaSofia,20.5899023146767
ReinaSofia,36.4752450751308
ReinaSofia,9.1206539305749
ReinaSofia,20.308382691114
ReinaSofia,32.7141353481969
ReinaSofia,16.7031100372617
ReinaSofia,27.6466985294873
ReinaSofia,19.8859026586551
ReinaSofia,26.1921725271971
ReinaSofia,14.5301621703812
ReinaSofia,35.1901044733702
ReinaSofia,17.1356431215294
ReinaSofia,26.9006847896857
ReinaSofia,36.7876958430913
ReinaSofia,27.8393315469235
ReinaSofia,23.2632380430826
ReinaSofia,18.9066895814011
ReinaSofia,3.22783457103491
ReinaSofia,34.5937089570942
ReinaSofia,29.5270279216259
ReinaSofia,37.3678983235425
ReinaSofia,33.146131488783
ReinaSofia,29.31109796981
ReinaSofia,19.9411316767356
ReinaSofia,32.4239731535469
ReinaSofia,25.1073540024241
ReinaSofia,28.0985530502922
ReinaSofia,24.3608855270311
ReinaSofia,30.8608241184214
ReinaSofia,36.6778481741103
ReinaSofia,30.744696453432
ReinaSofia,16.1223096445374
ReinaSofia,11.115335692072
ReinaSofia,36.5589923041279
ReinaSofia,21.9217281561275
ReinaSofia,36.4809082795037
ReinaSofia,32.3990440524638
ReinaSofia,17.419594802106
ReinaSofia,37.2507981438731
ReinaSofia,31.5762210279179
ReinaSofia,29.073851559944
ReinaSofia,28.5098060339054
ReinaSofia,28.2794007147391
ReinaSofia,36.3839020315321
ReinaSofia,19.2686836982628
ReinaSofia,30.4866572566351
ReinaSofia,40.1704917279015
ReinaSofia,33.1070526190694
ReinaSofia,24.2573971116765
ReinaSofia,19.1998450519155
ReinaSofia,39.6073472513643
ReinaSofia,46.3095340625477
ReinaSofia,34.9019580554133
ReinaSofia,25.9600615093842
ReinaSofia,18.4261225773629
ReinaSofia,18.6894151315431
ReinaSofia,20.7217790236768
ReinaSofia,24.0198280229956
ReinaSofia,26.4399813647883
ReinaSofia,30.2009261690228
ReinaSofia,16.9871660434441
ReinaSofia,18.1332837489333
ReinaSofia,14.1945659957159
ReinaSofia,15.6516835976189
ReinaSofia,23.3179651857916
ReinaSofia,28.6161972834542
ReinaSofia,28.4291486830769
ReinaSofia,25.832498197327
ReinaSofia,28.6521814886731
ReinaSofia,28.1132741249666
ReinaSofia,11.6210832401846
ReinaSofia,32.9408733495225
ReinaSofia,21.5889046032686
ReinaSofia,34.3152328235848
ReinaSofia,20.7302090336024
ReinaSofia,26.6959691654528
ReinaSofia,18.9046921064145
ReinaSofia,27.5068658996179
ReinaSofia,6.43944827873948
ReinaSofia,15.1332168970073
ReinaSofia,18.2785670920288
ReinaSofia,39.683462331902
ReinaSofia,36.0599646185007
ReinaSofia,30.7567791872151
ReinaSofia,4.80316391461395
ReinaSofia,19.1167481001126
ReinaSofia,31.6853435299791
ReinaSofia,20.0739322758841
ReinaSofia,24.0385100751137
ReinaSofia,29.0098966759965
ReinaSofia,39.6925906999825
ReinaSofia,22.5325673193362
ReinaSofia,19.7355618438931
ReinaSofia,14.3541859706674
ReinaSofia,46.0529935496183
ReinaSofia,31.6248367189028
ReinaSofia,36.5475730905789
ReinaSofia,33.9355851431319
ReinaSofia,25.3765991539077
ReinaSofia,20.0815940505248
ReinaSofia,22.633884302191
ReinaSofia,31.0164825465484
ReinaSofia,21.0818724455795
ReinaSofia,26.7700089099122
ReinaSofia,7.62080662220153
ReinaSofia,25.3603618056451
ReinaSofia,27.8188309461489
ReinaSofia,28.2333813406928
ReinaSofia,33.4335711734836
ReinaSofia,17.3505014838037
ReinaSofia,18.2002263391429
ReinaSofia,23.8241619254713
ReinaSofia,36.8867931092484
ReinaSofia,26.6274445507907
ReinaSofia,39.0453679527843
ReinaSofia,10.6832780747311
ReinaSofia,32.0512907069506
ReinaSofia,30.5060643992548
ReinaSofia,29.9129925079494
ReinaSofia,18.692104237505
ReinaSofia,25.1187935863344
ReinaSofia,21.8311915170346
ReinaSofia,16.4524187886462
ReinaSofia,35.7869420591969
ReinaSofia,30.9577855808861
ReinaSofia,16.9950357692652
ReinaSofia,29.2533229502862
ReinaSofia,19.1190767969288
ReinaSofia,33.7554652259762
ReinaSofia,35.8038223982261
ReinaSofia,25.0083142504837
ReinaSofia,15.5573221183455
ReinaSofia,27.1216813304718
ReinaSofia,25.5437044764776
ReinaSofia,33.8302061294449
ReinaSofia,15.2149377733211
ReinaSofia,15.2109692021161
ReinaSofia,28.7272363301631
ReinaSofia,12.648068486772
ReinaSofia,29.3354170123689
ReinaSofia,21.3890261846902
ReinaSofia,26.4538610423159
ReinaSofia,19.2268491560389
ReinaSofia,6.94535030475709
ReinaSofia,33.9686226602872
ReinaSofia,28.7538115027261
ReinaSofia,31.4218242920857
ReinaSofia,23.9804816397836
ReinaSofia,18.9794936833454
ReinaSofia,26.2200189000527
ReinaSofia,29.297280954145
ReinaSofia,23.026185011161
